generation,best_fitness,average_fitness,optimal_solution
0,291768,8220.16,0
1,312580,27541.5,0
2,335280,55326.4,0
3,348479,90080.9,0
4,348479,144391,0
5,352433,192222,0
6,352433,234085,0
7,352433,268012,0
8,355452,289492,0
9,355471,308518,0
10,358787,320842,0
11,360731,324587,0
12,360731,324622,0
13,360731,332736,0
14,365503,341493,0
15,368210,345400,0
16,368210,351541,0
17,369727,354718,0
18,369727,356014,0
19,373686,361375,0
20,373686,362766,0
21,373686,364729,0
22,373686,367318,0
23,373686,369062,0
24,373686,371266,0
25,373686,372415,0
26,373686,373130,0
27,373686,373578,0
28,373686,373678,0
29,373686,373686,0
30,373686,373686,0
31,373686,373686,0
32,373686,373686,0
33,373686,373686,0
34,373686,373686,0
35,373686,373686,0
36,373686,373686,0
37,373686,373686,0
38,373686,373686,0
39,373686,373686,0
40,373686,373686,0
41,373686,373686,0
42,373686,373686,0
43,373686,373686,0
44,373686,373686,0
45,373686,373686,0
46,373686,373686,0
47,373686,373686,0
48,373686,373686,0
49,373686,373686,0
50,373686,373686,0
51,373686,373686,0
52,373686,373686,0
53,373686,373686,0
54,373686,373686,0
55,373686,373686,0
56,373686,373686,0
57,373686,373686,0
58,373686,373686,0
59,373686,373686,0
60,373686,373686,0
61,373686,373686,0
62,373686,373686,0
63,373686,373686,0
64,373686,373686,0
65,373686,373686,0
66,373686,373686,0
67,373686,373686,0
68,373686,373686,0
69,373686,373686,0
70,373686,373686,0
71,373686,373686,0
72,373686,373686,0
73,373686,373686,0
74,373686,373686,0
75,373686,373686,0
76,373686,373686,0
77,373686,373686,0
78,373686,373686,0
79,373686,373686,0
80,373686,373686,0
81,373686,373686,0
82,373686,373686,0
83,373686,373686,0
84,373686,373686,0
85,373686,373686,0
86,373686,373686,0
87,373686,373686,0
88,373686,373686,0
89,373686,373686,0
90,373686,373686,0
91,373686,373686,0
92,373686,373686,0
93,373686,373686,0
94,373686,373686,0
95,373686,373686,0
96,373686,373686,0
97,373686,373686,0
98,373686,373686,0
99,373686,373686,0
