type,measured_time,variable_number,clauses_number,average_error,best_fitness_error,population_size,tournament_size,num_elites,num_generations,parameter_changed,max_attempts,mutation_rate,crossover_rate
A,1312359,100,430,0,0,500,2,2,300,none,50,0.05,0.9
