generation,best_fitness,average_fitness,optimal_solution
0,5611,2017.16,6403
1,6164,3643.89,6403
2,6164,4428.96,6403
3,6403,4638.16,6403
4,6403,4933.24,6403
5,6403,5080.5,6403
6,6403,5232.45,6403
7,6403,4901.97,6403
8,6403,4789.73,6403
9,6403,4805.02,6403
10,6403,5007.2,6403
11,6403,4989.23,6403
12,6403,5050.17,6403
13,6403,5129.28,6403
14,6403,4948.04,6403
15,6403,4978.35,6403
16,6403,5038.11,6403
17,6403,4924.93,6403
18,6403,5120.14,6403
19,6403,4925.32,6403
20,6403,4821.67,6403
21,6403,4894.56,6403
22,6403,4939.1,6403
23,6403,5013.69,6403
24,6403,4715.3,6403
25,6403,4943.41,6403
26,6403,5003.5,6403
27,6403,4844.86,6403
28,6403,4752.58,6403
29,6403,4972.73,6403
30,6403,4871.34,6403
31,6403,4949.72,6403
32,6403,5062.14,6403
33,6403,4769.43,6403
34,6403,4963.17,6403
35,6403,4867.2,6403
36,6403,4939.5,6403
37,6403,4785.59,6403
38,6403,4917.98,6403
39,6403,4713.95,6403
40,6403,4950.9,6403
41,6403,4961.97,6403
42,6403,4855.39,6403
43,6403,4652.91,6403
44,6403,4727.45,6403
45,6403,4901.01,6403
46,6403,4948.37,6403
47,6403,4798.43,6403
48,6403,5095.33,6403
49,6403,5118.35,6403
