generation,best_fitness,average_fitness,optimal_solution
0,61308,17921.6,78800
1,67572,29644.6,78800
2,68552,36995.8,78800
3,78800,41813.3,78800
4,78800,47016,78800
5,78800,50437.3,78800
6,78800,52186.8,78800
7,78800,52984.5,78800
8,78800,52744.9,78800
9,78800,55018,78800
10,78800,57662.6,78800
11,78800,59250.9,78800
12,78800,59219.9,78800
13,78800,60187.1,78800
14,78800,57918.4,78800
15,78800,59291.5,78800
16,78800,57811.4,78800
17,78800,55205.2,78800
18,78800,57496.9,78800
19,78800,57083.5,78800
20,78800,56508.2,78800
21,78800,56645.5,78800
22,78800,58544.1,78800
23,78800,58702.9,78800
24,78800,57934.9,78800
25,78800,56332.1,78800
26,78800,58322.8,78800
27,78800,58173.3,78800
28,78800,59223.9,78800
29,78800,58180.7,78800
30,78800,58082.4,78800
31,78800,56274.4,78800
32,78800,58827.9,78800
33,78800,57065.9,78800
34,78800,59283.3,78800
35,78800,58996.2,78800
36,78800,57929.2,78800
37,78800,58048.9,78800
38,78800,58693,78800
39,78800,58564,78800
40,78800,55531.3,78800
41,78800,57300.4,78800
42,78800,55165.4,78800
43,78800,57420.7,78800
44,78800,58712.6,78800
45,78800,56776,78800
46,78800,58260.5,78800
47,78800,59326.1,78800
48,78800,55685.9,78800
49,78800,57639.3,78800
