generation,best_fitness,average_fitness,optimal_solution
0,-1,-0.568,107
1,107,-0.462,107
2,107,1.564,107
3,107,4.548,107
4,107,7.178,107
5,107,9.97,107
6,107,12.698,107
7,107,14.58,107
8,107,18.796,107
9,107,21.22,107
10,107,21.486,107
11,107,22.652,107
12,107,24.272,107
13,107,24.61,107
14,107,28.386,107
15,107,39.238,107
16,107,46.382,107
17,107,55.808,107
18,107,58.832,107
19,107,61.424,107
20,107,54.512,107
21,107,57.104,107
22,107,52.784,107
23,107,55.592,107
24,107,55.376,107
25,107,56.024,107
26,107,57.752,107
27,107,59.912,107
28,107,54.944,107
29,107,54.296,107
30,107,59.264,107
31,107,57.968,107
32,107,56.672,107
33,107,55.808,107
34,107,58.832,107
35,107,58.184,107
36,107,58.4,107
37,107,54.944,107
38,107,53,107
39,107,55.376,107
40,107,56.888,107
41,107,58.832,107
42,107,56.34,107
43,107,57.32,107
44,107,56.024,107
45,107,56.024,107
46,107,56.672,107
47,107,53.432,107
48,107,57.752,107
49,107,56.024,107
