generation,best_fitness,average_fitness,optimal_solution
0,1385,379.448,1574
1,1385,607.472,1574
2,1574,733.908,1574
3,1574,874.986,1574
4,1574,1027.8,1574
5,1574,1086.94,1574
6,1574,1096.58,1574
7,1574,1148.58,1574
8,1574,1104.72,1574
9,1574,1140.77,1574
10,1574,1180.52,1574
11,1574,1138.23,1574
12,1574,1178.71,1574
13,1574,1141.2,1574
14,1574,1148.87,1574
15,1574,1132.91,1574
16,1574,1088.38,1574
17,1574,1160.57,1574
18,1574,1202.87,1574
19,1574,1159.46,1574
20,1574,1142.93,1574
21,1574,1185.44,1574
22,1574,1118.43,1574
23,1574,1173.89,1574
24,1574,1154.17,1574
25,1574,1128.31,1574
26,1574,1167.67,1574
27,1574,1142.59,1574
28,1574,1124.29,1574
29,1574,1127.58,1574
30,1574,1152.75,1574
31,1574,1184.14,1574
32,1574,1167.08,1574
33,1574,1118.1,1574
34,1574,1098.9,1574
35,1574,1142.19,1574
36,1574,1167.28,1574
37,1574,1173.71,1574
38,1574,1079.95,1574
39,1574,1160.09,1574
40,1574,1153.27,1574
41,1574,1156.69,1574
42,1574,1199.4,1574
43,1574,1171.76,1574
44,1574,1131.73,1574
45,1574,1164.2,1574
46,1574,1134.92,1574
47,1574,1132.5,1574
48,1574,1115.17,1574
49,1574,1139.96,1574
