generation,best_fitness,average_fitness,optimal_solution
0,-1,126.064,0
1,15961,81.208,0
2,15961,278.584,0
3,15961,634.304,0
4,18135,1443.83,0
5,18135,3132.78,0
6,18135,5113.07,0
7,19096,6858.29,0
8,19507,8749.73,0
9,19507,9660.79,0
10,22250,10040.6,0
11,22250,11782.1,0
12,22250,13710.8,0
13,22310,13248.5,0
14,22822,13136.7,0
15,22990,14543.4,0
16,22990,15255.9,0
17,23849,16100.9,0
18,24427,16576.1,0
19,24427,17206.5,0
20,24427,16734.8,0
21,24427,14342.1,0
22,25979,16076.1,0
23,27264,17655.4,0
24,27264,19518.2,0
25,27264,20928.3,0
26,27264,22418.7,0
27,27264,23696.3,0
28,27264,24168.2,0
29,27264,24677.2,0
30,27264,25437.2,0
31,27264,25745.2,0
32,27264,26090.9,0
33,27264,26240.9,0
34,27264,26541.9,0
35,27264,26712.7,0
36,27264,26753.9,0
37,27264,26846.1,0
38,27264,26882.3,0
39,27264,26984.8,0
40,27264,26812.5,0
41,27264,27091.2,0
42,27264,27260.9,0
43,27264,27264,0
44,27264,27264,0
45,27264,27264,0
46,27264,27264,0
47,27264,27264,0
48,27264,27264,0
49,27264,27264,0
50,27264,27264,0
51,27264,27264,0
52,27264,27264,0
53,27264,27264,0
54,27264,27264,0
55,27264,27264,0
56,27264,27264,0
57,27264,27264,0
58,27264,27264,0
59,27264,27264,0
60,27264,27264,0
61,27264,27264,0
62,27264,27264,0
63,27264,27264,0
64,27264,27264,0
65,27264,27264,0
66,27264,27264,0
67,27264,27264,0
68,27264,27264,0
69,27264,27264,0
70,27264,27264,0
71,27264,27264,0
72,27264,27264,0
73,27264,27264,0
74,27264,27264,0
75,27264,27264,0
76,27264,27264,0
77,27264,27264,0
78,27264,27264,0
79,27264,27264,0
80,27264,27264,0
81,27264,27264,0
82,27264,27264,0
83,27264,27264,0
84,27264,27264,0
85,27264,27264,0
86,27264,27264,0
87,27264,27264,0
88,27264,27264,0
89,27264,27264,0
90,27264,27264,0
91,27264,27264,0
92,27264,27264,0
93,27264,27264,0
94,27264,27264,0
95,27264,27264,0
96,27264,27264,0
