generation,best_fitness,average_fitness,optimal_solution
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,8.37,0
5,9369,27.898,0
6,10157,37.268,0
7,10157,84.965,0
8,10251,116.274,0
9,10455,190.164,0
10,10455,264.269,0
11,10693,352.151,0
12,10782,608.314,0
13,11668,969.607,0
14,11668,1403.93,0
15,11901,1899.04,0
16,11901,2491.7,0
17,11901,3736.17,0
18,11901,4419.53,0
19,12231,5290.79,0
20,12231,5351.06,0
21,12231,5479.81,0
22,12342,5491.44,0
23,12364,5728.39,0
24,12364,6061.52,0
25,12364,6138.84,0
26,12397,6064.47,0
27,12397,5830.13,0
28,12397,5924.92,0
29,12508,5778.45,0
30,12508,6119.51,0
31,12508,6237.67,0
32,12508,5979.5,0
33,12508,5996.43,0
34,12508,6086.84,0
35,12508,5718.76,0
36,12508,6022.49,0
37,12508,5625.73,0
38,12508,5876.53,0
39,12508,5664.23,0
40,12508,5978.03,0
41,12508,5674.07,0
42,12508,6095.31,0
43,12508,6028.26,0
44,12508,6185.49,0
45,12508,5937.29,0
46,12508,6076.95,0
47,12508,6203.81,0
48,12508,6181.18,0
49,12508,6177.58,0
50,12508,6036.78,0
51,12508,5757.25,0
52,12508,5923.19,0
53,12508,5706.31,0
54,12508,5899.39,0
55,12508,6036.78,0
56,12508,6079.2,0
57,12508,5871.4,0
58,12508,6305.41,0
59,12508,5953.01,0
60,12508,5824.2,0
61,12508,5714.97,0
62,12508,5967.91,0
63,12508,6021.09,0
64,12508,6055.15,0
65,12508,6123.2,0
66,12508,6130.84,0
67,12508,6096.44,0
68,12508,6182.05,0
69,12508,6220.49,0
70,12508,6159.91,0
71,12508,5987.6,0
72,12508,5983.68,0
73,12508,5998.74,0
74,12508,6145.15,0
75,12508,5962.91,0
76,12508,6261.05,0
77,12508,6186.89,0
78,12508,6013.8,0
79,12508,6159.38,0
80,12508,6363.9,0
81,12508,6154.95,0
82,12508,6197.19,0
83,12508,5982.57,0
84,12508,6115.26,0
85,12508,5780.54,0
86,12508,5868.53,0
87,12508,6112.53,0
88,12508,5997.45,0
89,12508,5969.73,0
90,12508,6091.07,0
91,12508,6215.82,0
92,12508,5986.51,0
93,12508,5984.24,0
94,12508,6359.06,0
95,12508,5951.03,0
96,12508,6147.42,0
97,12508,6282.25,0
98,12508,5966.27,0
99,12508,5905.53,0
100,12508,6198.57,0
101,12508,6015.25,0
102,12508,5879.97,0
103,12508,6118.65,0
104,12508,6239.36,0
105,12508,6002.77,0
106,12508,5643.26,0
107,12508,5973.04,0
108,12508,6103.22,0
109,12508,6115.82,0
110,12508,6020.34,0
111,12508,6163.85,0
112,12508,6225.69,0
113,12508,6362.6,0
114,12508,6093.94,0
115,12508,6031.37,0
116,12508,6165.61,0
117,12508,6024.08,0
118,12508,5929.24,0
119,12508,5803.88,0
120,12508,5850.5,0
121,12508,5686.39,0
122,12508,5962.37,0
123,12508,5812.57,0
124,12508,6022.6,0
125,12508,5875.97,0
126,12508,5881.48,0
127,12508,6022.24,0
128,12508,6108.15,0
129,12508,5971.57,0
130,12508,6135.18,0
131,12508,5767.22,0
132,12508,5951.96,0
133,12508,5842.53,0
134,12508,5847.37,0
135,12508,6236,0
136,12508,5770.03,0
137,12508,5932.3,0
138,12508,5740.49,0
139,12508,6138.43,0
140,12508,5798.25,0
141,12508,6064.61,0
142,12508,5962.85,0
143,12508,6035.14,0
144,12508,6087.27,0
145,12508,6095.37,0
146,12508,6467.76,0
147,12508,6022.13,0
148,12508,6086.26,0
149,12508,6254.41,0
150,12508,6106.62,0
151,12508,6039.41,0
152,12508,5862.22,0
153,12508,5878.09,0
154,12508,6251.74,0
155,12508,6063.87,0
156,12508,6317.21,0
157,12508,6037.99,0
158,12508,5810.82,0
159,12508,5918.63,0
160,12508,6125.18,0
161,12508,6070.03,0
162,12508,5732.01,0
163,12508,5648.99,0
164,12508,5875.06,0
165,12508,6017.69,0
166,12508,5924.19,0
167,12508,5881.53,0
168,12508,6111.07,0
169,12508,6114.91,0
170,12508,5813.26,0
171,12508,6188.08,0
172,12508,5938.41,0
173,12508,5816.81,0
174,12508,5949.31,0
175,12508,6077.56,0
176,12508,6617.88,0
177,12508,6154.22,0
178,12508,6243.04,0
179,12508,6154.31,0
180,12508,5862.02,0
181,12508,5981.33,0
182,12508,5853.86,0
183,12508,5825.15,0
184,12508,6093,0
185,12508,5852.19,0
186,12508,6187.87,0
187,12508,6282.56,0
188,12508,5890.54,0
189,12508,5999.54,0
190,12508,6341.36,0
191,12508,6106.25,0
192,12508,6322.88,0
193,12508,6117.34,0
194,12508,6102.63,0
195,12508,5892.04,0
196,12508,5794.16,0
197,12508,5806.09,0
198,12508,5861.32,0
199,12508,5765.88,0
