generation,best_fitness,average_fitness,optimal_solution
0,-1,-1,73
1,-1,-1,73
2,-1,-1,73
3,-1,-1,73
4,-1,-1,73
5,-1,-1,73
6,-1,-1,73
7,-1,-1,73
8,-1,-1,73
9,-1,-1,73
10,-1,-1,73
11,-1,-0.886,73
12,56,-0.886,73
13,56,-0.658,73
14,56,-0.546,73
15,56,-0.544,73
16,56,-0.43,73
17,56,-0.544,73
18,56,-0.09,73
19,56,0.268,73
20,60,0.408,73
21,61,0.914,73
22,61,1.982,73
23,61,1.03,73
24,61,1.162,73
25,61,1.666,73
26,61,2.408,73
27,62,3.724,73
28,62,4.112,73
29,62,5.588,73
30,62,6.174,73
31,62,6.59,73
32,62,9.496,73
33,62,10.338,73
34,62,13.262,73
35,62,18.41,73
36,62,20.71,73
37,62,20.646,73
38,62,21.324,73
39,62,23.264,73
40,62,23.588,73
41,62,24.11,73
42,62,25.4,73
43,62,23.152,73
44,62,22.164,73
45,62,21.872,73
46,62,22.48,73
47,62,20.908,73
48,62,23.006,73
49,62,25.97,73
