generation,best_fitness,average_fitness,optimal_solution
0,72,7.232,72
1,72,10,72
2,72,11.776,72
3,72,11.956,72
4,72,11.51,72
5,72,11.576,72
6,72,10.766,72
7,72,12.788,72
8,72,13.004,72
9,72,13.15,72
10,72,12.582,72
11,72,14.02,72
12,72,16.758,72
13,72,17.92,72
14,72,19.518,72
15,72,22.152,72
16,72,26.392,72
17,72,33.772,72
18,72,43.678,72
19,72,57.168,72
20,72,66.308,72
21,72,69.854,72
22,72,71.266,72
23,72,71.854,72
24,72,72,72
25,72,72,72
26,72,72,72
27,72,72,72
28,72,72,72
29,72,72,72
30,72,72,72
