generation,best_fitness,average_fitness,optimal_solution
0,119,4.118,119
1,119,9.182,119
2,119,12.086,119
3,119,17.15,119
4,119,17.834,119
5,119,20.162,119
6,119,22.124,119
7,119,24.638,119
8,119,22.07,119
9,119,25.34,119
10,119,28.586,119
11,119,46.712,119
12,119,70.424,119
13,119,90.362,119
14,119,107.216,119
15,119,112.67,119
16,119,116.324,119
17,119,117.986,119
18,119,118.502,119
19,119,118.742,119
20,119,118.76,119
21,119,119,119
22,119,119,119
23,119,119,119
24,119,119,119
25,119,119,119
26,119,119,119
27,119,119,119
28,119,119,119
29,119,119,119
30,119,119,119
