generation,best_fitness,average_fitness,optimal_solution
0,75,3.012,75
1,75,4.37,75
2,75,4.52,75
3,75,5.58,75
4,75,6.332,75
5,75,5.73,75
6,75,6.484,75
7,75,6.176,75
8,75,5.956,75
9,75,5.798,75
10,75,5.566,75
11,75,7.842,75
12,75,8.762,75
13,75,11.342,75
14,75,13.016,75
15,75,13.08,75
16,75,15.206,75
17,75,16.27,75
18,75,20.916,75
19,75,24.034,75
20,75,29.378,75
21,75,46.102,75
22,75,58.582,75
23,75,67.626,75
24,75,70.894,75
25,75,74.696,75
26,75,74.848,75
27,75,75,75
28,75,75,75
29,75,75,75
30,75,75,75
