generation,best_fitness,average_fitness,optimal_solution
0,112,17.81,112
1,112,25.502,112
2,112,30.158,112
3,112,30.12,112
4,112,26.762,112
5,112,27.434,112
6,112,28.014,112
7,112,29.718,112
8,112,31.778,112
9,112,29.568,112
10,112,28.89,112
11,112,34.208,112
12,112,40.894,112
13,112,40.978,112
14,112,43.554,112
15,112,48.914,112
16,112,60.084,112
17,112,72.304,112
18,112,87.382,112
19,112,98.966,112
20,112,106.228,112
21,112,110.192,112
22,112,111.542,112
23,112,112,112
24,112,112,112
25,112,112,112
26,112,112,112
27,112,112,112
28,112,112,112
29,112,112,112
30,112,112,112
