generation,best_fitness,average_fitness,optimal_solution
0,94,17.21,94
1,94,24.09,94
2,94,29.726,94
3,94,30.84,94
4,94,27.48,94
5,94,28.908,94
6,94,29.974,94
7,94,34.564,94
8,94,35.872,94
9,94,36.134,94
10,94,39.016,94
11,94,48.388,94
12,94,51.132,94
13,94,51.534,94
14,94,46.192,94
15,94,46.058,94
16,94,43.906,94
17,94,48.388,94
18,94,47.192,94
19,94,45.556,94
20,94,53.29,94
21,94,69.082,94
22,94,81.044,94
23,94,88.322,94
24,94,90.616,94
25,94,92.48,94
26,94,93.24,94
27,94,93.43,94
28,94,93.62,94
29,94,94,94
30,94,94,94
