generation,best_fitness,average_fitness,optimal_solution
0,89,1.322,89
1,89,3.086,89
2,89,4.148,89
3,89,3.896,89
4,89,2.744,89
5,89,3.662,89
6,89,3.842,89
7,89,4.04,89
8,89,5.426,89
9,89,6.434,89
10,89,6.758,89
11,89,6.866,89
12,89,10.574,89
13,89,11.528,89
14,89,18.44,89
15,89,24.506,89
16,89,34.172,89
17,89,47.654,89
18,89,59.786,89
19,89,72.998,89
20,89,79.568,89
21,89,84.05,89
22,89,87.668,89
23,89,87.92,89
24,89,88.802,89
25,89,89,89
26,89,89,89
27,89,89,89
28,89,89,89
29,89,89,89
30,89,89,89
