generation,best_fitness,average_fitness,optimal_solution
0,103360,73403.8,103360
1,103360,79502.8,103360
2,103360,84421.6,103360
3,103360,88740.7,103360
4,103360,92348.7,103360
5,103360,95438,103360
6,103360,98154.8,103360
7,103360,100181,103360
8,103360,101590,103360
9,103360,102421,103360
10,103360,103051,103360
11,103360,103357,103360
12,103360,103360,103360
13,103360,103360,103360
14,103360,103360,103360
15,103360,103360,103360
16,103360,103360,103360
17,103360,103360,103360
18,103360,103360,103360
19,103360,103360,103360
20,103360,103360,103360
