generation,best_fitness,average_fitness,optimal_solution
0,97,12.006,98
1,98,18.2,98
2,98,19.772,98
3,98,21.814,98
4,98,23.454,98
5,98,24.418,98
6,98,27.982,98
7,98,26.824,98
8,98,24.444,98
9,98,22.634,98
10,98,24.918,98
11,98,32.994,98
12,98,42.034,98
13,98,51.736,98
14,98,66.812,98
15,98,81.086,98
16,98,89.31,98
17,98,94.75,98
18,98,96.356,98
19,98,97.01,98
20,98,97.208,98
21,98,97.8,98
22,98,98,98
23,98,98,98
24,98,98,98
25,98,98,98
26,98,98,98
27,98,98,98
28,98,98,98
29,98,98,98
30,98,98,98
