generation,best_fitness,average_fitness,optimal_solution
0,105,12.596,105
1,105,17.154,105
2,105,19.948,105
3,105,22.28,105
4,105,24.98,105
5,105,26.264,105
6,105,25.982,105
7,105,28.032,105
8,105,29.264,105
9,105,30.962,105
10,105,32.232,105
11,105,37.288,105
12,105,37.494,105
13,105,37.492,105
14,105,37.142,105
15,105,37.032,105
16,105,35.686,105
17,105,37.162,105
18,105,36.854,105
19,105,39.064,105
20,105,44.14,105
21,105,61.292,105
22,105,81.906,105
23,105,93.336,105
24,105,100.512,105
25,105,102.88,105
26,105,104.364,105
27,105,104.788,105
28,105,105,105
29,105,105,105
30,105,105,105
