n,measured_time_milliseconds,average_error,population_size,mutation_rate,crossover_rate,tournament_size,num_elites,crossover_type,num_generations
30,19938,0.0199535,100,0.1,0.95,4,3,TWO_POINT,30
30,33228,0.0134417,100,0.1,0.95,4,3,TWO_POINT,50
30,65935,0.00859452,100,0.1,0.95,4,3,TWO_POINT,100
30,20325,0.0163423,100,0.1,0.95,4,5,ONE_POINT,30
30,33965,0.00983836,100,0.1,0.95,4,5,ONE_POINT,50
30,66843,0.00558518,100,0.1,0.95,4,5,ONE_POINT,100
30,20003,0.0149992,100,0.1,0.95,4,5,TWO_POINT,30
30,32980,0.00952984,100,0.1,0.95,4,5,TWO_POINT,50
30,65487,0.0043153,100,0.1,0.95,4,5,TWO_POINT,100
30,24509,0.0159472,100,0.1,0.95,6,1,ONE_POINT,30
30,39782,0.0127506,100,0.1,0.95,6,1,ONE_POINT,50
30,79617,0.00882346,100,0.1,0.95,6,1,ONE_POINT,100
30,23726,0.0180075,100,0.1,0.95,6,1,TWO_POINT,30
30,39293,0.0118449,100,0.1,0.95,6,1,TWO_POINT,50
30,77842,0.00813135,100,0.1,0.95,6,1,TWO_POINT,100
30,24064,0.0107737,100,0.1,0.95,6,3,ONE_POINT,30
30,40273,0.00623977,100,0.1,0.95,6,3,ONE_POINT,50
30,79026,0.00346673,100,0.1,0.95,6,3,ONE_POINT,100
30,23731,0.0125773,100,0.1,0.95,6,3,TWO_POINT,30
30,39193,0.00720765,100,0.1,0.95,6,3,TWO_POINT,50
30,77725,0.00414124,100,0.1,0.95,6,3,TWO_POINT,100
30,24123,0.00896793,100,0.1,0.95,6,5,ONE_POINT,30
30,40654,0.00459211,100,0.1,0.95,6,5,ONE_POINT,50
30,79432,0.00239286,100,0.1,0.95,6,5,ONE_POINT,100
30,24077,0.00770423,100,0.1,0.95,6,5,TWO_POINT,30
30,39128,0.00501019,100,0.1,0.95,6,5,TWO_POINT,50
30,77753,0.00264131,100,0.1,0.95,6,5,TWO_POINT,100
32,3833,0.0305111,30,0.01,0.8,2,1,ONE_POINT,30
32,6451,0.0228055,30,0.01,0.8,2,1,ONE_POINT,50
32,12194,0.0164484,30,0.01,0.8,2,1,ONE_POINT,100
32,3711,0.0275445,30,0.01,0.8,2,1,TWO_POINT,30
32,6011,0.0212069,30,0.01,0.8,2,1,TWO_POINT,50
32,11748,0.0156229,30,0.01,0.8,2,1,TWO_POINT,100
32,3827,0.0329438,30,0.01,0.8,2,3,ONE_POINT,30
32,6225,0.0291882,30,0.01,0.8,2,3,ONE_POINT,50
32,12162,0.0200425,30,0.01,0.8,2,3,ONE_POINT,100
32,3767,0.0279853,30,0.01,0.8,2,3,TWO_POINT,30
32,6300,0.0250785,30,0.01,0.8,2,3,TWO_POINT,50
32,11983,0.0199042,30,0.01,0.8,2,3,TWO_POINT,100
32,3905,0.0340715,30,0.01,0.8,2,5,ONE_POINT,30
32,6279,0.0314698,30,0.01,0.8,2,5,ONE_POINT,50
32,12222,0.0219827,30,0.01,0.8,2,5,ONE_POINT,100
32,3863,0.0340715,30,0.01,0.8,2,5,TWO_POINT,30
32,6206,0.0282214,30,0.01,0.8,2,5,TWO_POINT,50
32,12019,0.0201496,30,0.01,0.8,2,5,TWO_POINT,100
32,4440,0.0402974,30,0.01,0.8,4,1,ONE_POINT,30
32,7594,0.0320602,30,0.01,0.8,4,1,ONE_POINT,50
32,14416,0.0254233,30,0.01,0.8,4,1,ONE_POINT,100
32,4364,0.0371797,30,0.01,0.8,4,1,TWO_POINT,30
32,7101,0.0316016,30,0.01,0.8,4,1,TWO_POINT,50
32,13954,0.0252879,30,0.01,0.8,4,1,TWO_POINT,100
32,4515,0.0424851,30,0.01,0.8,4,3,ONE_POINT,30
32,7418,0.0359204,30,0.01,0.8,4,3,ONE_POINT,50
32,14721,0.02902,30,0.01,0.8,4,3,ONE_POINT,100
32,4387,0.040018,30,0.01,0.8,4,3,TWO_POINT,30
32,7325,0.0361961,30,0.01,0.8,4,3,TWO_POINT,50
32,14118,0.0267358,30,0.01,0.8,4,3,TWO_POINT,100
32,4523,0.0439823,30,0.01,0.8,4,5,ONE_POINT,30
32,7436,0.0379249,30,0.01,0.8,4,5,ONE_POINT,50
32,14613,0.0320855,30,0.01,0.8,4,5,ONE_POINT,100
32,4448,0.0422347,30,0.01,0.8,4,5,TWO_POINT,30
32,7564,0.0372429,30,0.01,0.8,4,5,TWO_POINT,50
32,14288,0.0282391,30,0.01,0.8,4,5,TWO_POINT,100
32,5234,0.0448048,30,0.01,0.8,6,1,ONE_POINT,30
32,8510,0.0397049,30,0.01,0.8,6,1,ONE_POINT,50
32,16872,0.03108,30,0.01,0.8,6,1,ONE_POINT,100
32,5068,0.0455501,30,0.01,0.8,6,1,TWO_POINT,30
32,8347,0.0360247,30,0.01,0.8,6,1,TWO_POINT,50
32,16792,0.0304727,30,0.01,0.8,6,1,TWO_POINT,100
32,5248,0.0471138,30,0.01,0.8,6,3,ONE_POINT,30
32,8565,0.0371283,30,0.01,0.8,6,3,ONE_POINT,50
32,16997,0.0316958,30,0.01,0.8,6,3,ONE_POINT,100
32,5149,0.0422357,30,0.01,0.8,6,3,TWO_POINT,30
32,8410,0.0399947,30,0.01,0.8,6,3,TWO_POINT,50
32,16997,0.029933,30,0.01,0.8,6,3,TWO_POINT,100
32,5309,0.044597,30,0.01,0.8,6,5,ONE_POINT,30
32,8676,0.0446019,30,0.01,0.8,6,5,ONE_POINT,50
32,17162,0.0346532,30,0.01,0.8,6,5,ONE_POINT,100
32,5180,0.0439153,30,0.01,0.8,6,5,TWO_POINT,30
32,8649,0.0399892,30,0.01,0.8,6,5,TWO_POINT,50
32,17014,0.0309267,30,0.01,0.8,6,5,TWO_POINT,100
32,3891,0.0291441,30,0.01,0.9,2,1,ONE_POINT,30
32,6231,0.0219581,30,0.01,0.9,2,1,ONE_POINT,50
32,12252,0.0154622,30,0.01,0.9,2,1,ONE_POINT,100
32,3741,0.0274596,30,0.01,0.9,2,1,TWO_POINT,30
32,6049,0.0191221,30,0.01,0.9,2,1,TWO_POINT,50
32,11808,0.0156182,30,0.01,0.9,2,1,TWO_POINT,100
32,3873,0.0330678,30,0.01,0.9,2,3,ONE_POINT,30
32,6299,0.0252128,30,0.01,0.9,2,3,ONE_POINT,50
32,12576,0.0189505,30,0.01,0.9,2,3,ONE_POINT,100
32,3792,0.0301601,30,0.01,0.9,2,3,TWO_POINT,30
32,6125,0.0247327,30,0.01,0.9,2,3,TWO_POINT,50
32,11957,0.018947,30,0.01,0.9,2,3,TWO_POINT,100
32,3943,0.0324187,30,0.01,0.9,2,5,ONE_POINT,30
32,6347,0.0283808,30,0.01,0.9,2,5,ONE_POINT,50
32,12390,0.0223679,30,0.01,0.9,2,5,ONE_POINT,100
32,3803,0.0311225,30,0.01,0.9,2,5,TWO_POINT,30
32,6204,0.0268794,30,0.01,0.9,2,5,TWO_POINT,50
32,12365,0.019769,30,0.01,0.9,2,5,TWO_POINT,100
32,4497,0.0378415,30,0.01,0.9,4,1,ONE_POINT,30
32,7369,0.0329262,30,0.01,0.9,4,1,ONE_POINT,50
32,14300,0.0264477,30,0.01,0.9,4,1,ONE_POINT,100
32,4379,0.0343687,30,0.01,0.9,4,1,TWO_POINT,30
32,7123,0.0314437,30,0.01,0.9,4,1,TWO_POINT,50
32,14487,0.0232287,30,0.01,0.9,4,1,TWO_POINT,100
32,4539,0.0397279,30,0.01,0.9,4,3,ONE_POINT,30
32,7858,0.032282,30,0.01,0.9,4,3,ONE_POINT,50
32,14540,0.0262857,30,0.01,0.9,4,3,ONE_POINT,100
32,4454,0.0405949,30,0.01,0.9,4,3,TWO_POINT,30
32,7231,0.033053,30,0.01,0.9,4,3,TWO_POINT,50
32,14169,0.0255866,30,0.01,0.9,4,3,TWO_POINT,100
32,4560,0.043072,30,0.01,0.9,4,5,ONE_POINT,30
32,7439,0.0360666,30,0.01,0.9,4,5,ONE_POINT,50
32,15080,0.0296406,30,0.01,0.9,4,5,ONE_POINT,100
32,4487,0.0379366,30,0.01,0.9,4,5,TWO_POINT,30
32,7363,0.0348542,30,0.01,0.9,4,5,TWO_POINT,50
32,14282,0.0287775,30,0.01,0.9,4,5,TWO_POINT,100
32,5237,0.0442562,30,0.01,0.9,6,1,ONE_POINT,30
32,8525,0.0363074,30,0.01,0.9,6,1,ONE_POINT,50
32,16956,0.0300785,30,0.01,0.9,6,1,ONE_POINT,100
32,5384,0.0395671,30,0.01,0.9,6,1,TWO_POINT,30
32,8403,0.0337132,30,0.01,0.9,6,1,TWO_POINT,50
32,16512,0.0288472,30,0.01,0.9,6,1,TWO_POINT,100
32,5281,0.0463747,30,0.01,0.9,6,3,ONE_POINT,30
32,8691,0.0377861,30,0.01,0.9,6,3,ONE_POINT,50
32,17108,0.0291802,30,0.01,0.9,6,3,ONE_POINT,100
32,5183,0.0424662,30,0.01,0.9,6,3,TWO_POINT,30
32,8748,0.0368064,30,0.01,0.9,6,3,TWO_POINT,50
32,16632,0.0293395,30,0.01,0.9,6,3,TWO_POINT,100
32,5314,0.0448834,30,0.01,0.9,6,5,ONE_POINT,30
32,8732,0.0407744,30,0.01,0.9,6,5,ONE_POINT,50
32,17251,0.035196,30,0.01,0.9,6,5,ONE_POINT,100
32,5217,0.0429642,30,0.01,0.9,6,5,TWO_POINT,30
32,8878,0.0419214,30,0.01,0.9,6,5,TWO_POINT,50
32,16874,0.0307074,30,0.01,0.9,6,5,TWO_POINT,100
32,3924,0.0263144,30,0.01,0.95,2,1,ONE_POINT,30
32,6296,0.0200665,30,0.01,0.95,2,1,ONE_POINT,50
32,12223,0.0160959,30,0.01,0.95,2,1,ONE_POINT,100
32,3818,0.0239714,30,0.01,0.95,2,1,TWO_POINT,30
32,6113,0.0185101,30,0.01,0.95,2,1,TWO_POINT,50
32,11885,0.0140887,30,0.01,0.95,2,1,TWO_POINT,100
32,4192,0.0293338,30,0.01,0.95,2,3,ONE_POINT,30
32,6386,0.0245698,30,0.01,0.95,2,3,ONE_POINT,50
32,12403,0.0198077,30,0.01,0.95,2,3,ONE_POINT,100
32,3826,0.0286703,30,0.01,0.95,2,3,TWO_POINT,30
32,6123,0.0234094,30,0.01,0.95,2,3,TWO_POINT,50
32,11988,0.0192971,30,0.01,0.95,2,3,TWO_POINT,100
32,3924,0.0352294,30,0.01,0.95,2,5,ONE_POINT,30
32,6358,0.0261824,30,0.01,0.95,2,5,ONE_POINT,50
32,12716,0.0206235,30,0.01,0.95,2,5,ONE_POINT,100
32,3943,0.0284773,30,0.01,0.95,2,5,TWO_POINT,30
32,6186,0.0260477,30,0.01,0.95,2,5,TWO_POINT,50
32,12078,0.0204871,30,0.01,0.95,2,5,TWO_POINT,100
32,4520,0.0376231,30,0.01,0.95,4,1,ONE_POINT,30
32,7482,0.0319325,30,0.01,0.95,4,1,ONE_POINT,50
32,14469,0.024812,30,0.01,0.95,4,1,ONE_POINT,100
32,4407,0.0326585,30,0.01,0.95,4,1,TWO_POINT,30
32,7150,0.0299596,30,0.01,0.95,4,1,TWO_POINT,50
32,14372,0.0230325,30,0.01,0.95,4,1,TWO_POINT,100
32,4551,0.0405374,30,0.01,0.95,4,3,ONE_POINT,30
32,7442,0.0359752,30,0.01,0.95,4,3,ONE_POINT,50
32,14605,0.0252453,30,0.01,0.95,4,3,ONE_POINT,100
32,4422,0.0343895,30,0.01,0.95,4,3,TWO_POINT,30
32,7225,0.0340306,30,0.01,0.95,4,3,TWO_POINT,50
32,14162,0.0259507,30,0.01,0.95,4,3,TWO_POINT,100
32,4755,0.0406656,30,0.01,0.95,4,5,ONE_POINT,30
32,7654,0.0350718,30,0.01,0.95,4,5,ONE_POINT,50
32,14841,0.0289757,30,0.01,0.95,4,5,ONE_POINT,100
32,4525,0.0404665,30,0.01,0.95,4,5,TWO_POINT,30
32,7306,0.0333213,30,0.01,0.95,4,5,TWO_POINT,50
32,14281,0.0259852,30,0.01,0.95,4,5,TWO_POINT,100
32,5226,0.0389799,30,0.01,0.95,6,1,ONE_POINT,30
32,8638,0.0360022,30,0.01,0.95,6,1,ONE_POINT,50
32,17297,0.0272041,30,0.01,0.95,6,1,ONE_POINT,100
32,5163,0.0395272,30,0.01,0.95,6,1,TWO_POINT,30
32,8384,0.033869,30,0.01,0.95,6,1,TWO_POINT,50
32,16552,0.0265619,30,0.01,0.95,6,1,TWO_POINT,100
32,5264,0.0458031,30,0.01,0.95,6,3,ONE_POINT,30
32,8634,0.0381863,30,0.01,0.95,6,3,ONE_POINT,50
32,17507,0.0300311,30,0.01,0.95,6,3,ONE_POINT,100
32,5170,0.0403342,30,0.01,0.95,6,3,TWO_POINT,30
32,8449,0.0357295,30,0.01,0.95,6,3,TWO_POINT,50
32,16782,0.0282007,30,0.01,0.95,6,3,TWO_POINT,100
32,5374,0.0430202,30,0.01,0.95,6,5,ONE_POINT,30
32,8782,0.0382559,30,0.01,0.95,6,5,ONE_POINT,50
32,17593,0.0310172,30,0.01,0.95,6,5,ONE_POINT,100
32,5210,0.0413098,30,0.01,0.95,6,5,TWO_POINT,30
32,8546,0.0369502,30,0.01,0.95,6,5,TWO_POINT,50
32,16881,0.0296257,30,0.01,0.95,6,5,TWO_POINT,100
32,4111,0.0428785,30,0.05,0.8,2,1,ONE_POINT,30
32,6687,0.0338295,30,0.05,0.8,2,1,ONE_POINT,50
32,13373,0.0229318,30,0.05,0.8,2,1,ONE_POINT,100
32,4198,0.0451897,30,0.05,0.8,2,1,TWO_POINT,30
32,6829,0.0320914,30,0.05,0.8,2,1,TWO_POINT,50
32,12921,0.0218757,30,0.05,0.8,2,1,TWO_POINT,100
32,4146,0.0298162,30,0.05,0.8,2,3,ONE_POINT,30
32,6752,0.0226212,30,0.05,0.8,2,3,ONE_POINT,50
32,13267,0.0124101,30,0.05,0.8,2,3,ONE_POINT,100
32,4046,0.031876,30,0.05,0.8,2,3,TWO_POINT,30
32,6680,0.0192093,30,0.05,0.8,2,3,TWO_POINT,50
32,13214,0.0121105,30,0.05,0.8,2,3,TWO_POINT,100
32,4253,0.0261706,30,0.05,0.8,2,5,ONE_POINT,30
32,6824,0.0172141,30,0.05,0.8,2,5,ONE_POINT,50
32,13708,0.00952465,30,0.05,0.8,2,5,ONE_POINT,100
32,4096,0.0252383,30,0.05,0.8,2,5,TWO_POINT,30
32,6991,0.0157695,30,0.05,0.8,2,5,TWO_POINT,50
32,13204,0.0104987,30,0.05,0.8,2,5,TWO_POINT,100
32,4775,0.0218187,30,0.05,0.8,4,1,ONE_POINT,30
32,7798,0.0118384,30,0.05,0.8,4,1,ONE_POINT,50
32,15729,0.00564854,30,0.05,0.8,4,1,ONE_POINT,100
32,4686,0.0207254,30,0.05,0.8,4,1,TWO_POINT,30
32,7701,0.0113128,30,0.05,0.8,4,1,TWO_POINT,50
32,15116,0.0063566,30,0.05,0.8,4,1,TWO_POINT,100
32,4830,0.0187647,30,0.05,0.8,4,3,ONE_POINT,30
32,7852,0.0116075,30,0.05,0.8,4,3,ONE_POINT,50
32,15871,0.00640892,30,0.05,0.8,4,3,ONE_POINT,100
32,4691,0.0172825,30,0.05,0.8,4,3,TWO_POINT,30
32,7696,0.0110029,30,0.05,0.8,4,3,TWO_POINT,50
32,15096,0.00679081,30,0.05,0.8,4,3,TWO_POINT,100
32,4867,0.0179005,30,0.05,0.8,4,5,ONE_POINT,30
32,7921,0.0114703,30,0.05,0.8,4,5,ONE_POINT,50
32,15476,0.00703993,30,0.05,0.8,4,5,ONE_POINT,100
32,4747,0.0191224,30,0.05,0.8,4,5,TWO_POINT,30
32,7991,0.0120068,30,0.05,0.8,4,5,TWO_POINT,50
32,15264,0.00809456,30,0.05,0.8,4,5,TWO_POINT,100
32,5554,0.0141039,30,0.05,0.8,6,1,ONE_POINT,30
32,9067,0.0098567,30,0.05,0.8,6,1,ONE_POINT,50
32,18847,0.00539841,30,0.05,0.8,6,1,ONE_POINT,100
32,5847,0.0154126,30,0.05,0.8,6,1,TWO_POINT,30
32,9401,0.00955273,30,0.05,0.8,6,1,TWO_POINT,50
32,17488,0.0051201,30,0.05,0.8,6,1,TWO_POINT,100
32,5577,0.0191369,30,0.05,0.8,6,3,ONE_POINT,30
32,9068,0.0128293,30,0.05,0.8,6,3,ONE_POINT,50
32,17888,0.00606865,30,0.05,0.8,6,3,ONE_POINT,100
32,5414,0.0180241,30,0.05,0.8,6,3,TWO_POINT,30
32,9208,0.0120534,30,0.05,0.8,6,3,TWO_POINT,50
32,17590,0.00680113,30,0.05,0.8,6,3,TWO_POINT,100
32,5596,0.0182755,30,0.05,0.8,6,5,ONE_POINT,30
32,9127,0.0138283,30,0.05,0.8,6,5,ONE_POINT,50
32,17926,0.00799935,30,0.05,0.8,6,5,ONE_POINT,100
32,5505,0.0215968,30,0.05,0.8,6,5,TWO_POINT,30
32,9350,0.0129406,30,0.05,0.8,6,5,TWO_POINT,50
32,17821,0.00795789,30,0.05,0.8,6,5,TWO_POINT,100
32,4231,0.0440904,30,0.05,0.9,2,1,ONE_POINT,30
32,6809,0.0327598,30,0.05,0.9,2,1,ONE_POINT,50
32,13475,0.0225354,30,0.05,0.9,2,1,ONE_POINT,100
32,4063,0.0462379,30,0.05,0.9,2,1,TWO_POINT,30
32,6656,0.0320383,30,0.05,0.9,2,1,TWO_POINT,50
32,13433,0.0212322,30,0.05,0.9,2,1,TWO_POINT,100
32,4169,0.0305535,30,0.05,0.9,2,3,ONE_POINT,30
32,6881,0.0193458,30,0.05,0.9,2,3,ONE_POINT,50
32,13388,0.0120647,30,0.05,0.9,2,3,ONE_POINT,100
32,4055,0.0310615,30,0.05,0.9,2,3,TWO_POINT,30
32,6622,0.0191158,30,0.05,0.9,2,3,TWO_POINT,50
32,13168,0.0107697,30,0.05,0.9,2,3,TWO_POINT,100
32,4228,0.0255076,30,0.05,0.9,2,5,ONE_POINT,30
32,6931,0.0172484,30,0.05,0.9,2,5,ONE_POINT,50
32,13955,0.00900443,30,0.05,0.9,2,5,ONE_POINT,100
32,4105,0.025972,30,0.05,0.9,2,5,TWO_POINT,30
32,6697,0.0163569,30,0.05,0.9,2,5,TWO_POINT,50
32,13099,0.00873188,30,0.05,0.9,2,5,TWO_POINT,100
32,4833,0.0196988,30,0.05,0.9,4,1,ONE_POINT,30
32,7851,0.0108891,30,0.05,0.9,4,1,ONE_POINT,50
32,15603,0.00664576,30,0.05,0.9,4,1,ONE_POINT,100
32,5002,0.018278,30,0.05,0.9,4,1,TWO_POINT,30
32,7670,0.0122912,30,0.05,0.9,4,1,TWO_POINT,50
32,15059,0.00624212,30,0.05,0.9,4,1,TWO_POINT,100
32,4860,0.0172481,30,0.05,0.9,4,3,ONE_POINT,30
32,7884,0.0127953,30,0.05,0.9,4,3,ONE_POINT,50
32,15621,0.00704211,30,0.05,0.9,4,3,ONE_POINT,100
32,4731,0.016587,30,0.05,0.9,4,3,TWO_POINT,30
32,7963,0.0109063,30,0.05,0.9,4,3,TWO_POINT,50
32,15247,0.00642726,30,0.05,0.9,4,3,TWO_POINT,100
32,4875,0.0181127,30,0.05,0.9,4,5,ONE_POINT,30
32,7922,0.0126323,30,0.05,0.9,4,5,ONE_POINT,50
32,15614,0.0065661,30,0.05,0.9,4,5,ONE_POINT,100
32,4792,0.0177127,30,0.05,0.9,4,5,TWO_POINT,30
32,7774,0.0120683,30,0.05,0.9,4,5,TWO_POINT,50
32,15621,0.00738727,30,0.05,0.9,4,5,TWO_POINT,100
32,5502,0.0159728,30,0.05,0.9,6,1,ONE_POINT,30
32,9096,0.00933128,30,0.05,0.9,6,1,ONE_POINT,50
32,17875,0.00545219,30,0.05,0.9,6,1,ONE_POINT,100
32,5498,0.0157614,30,0.05,0.9,6,1,TWO_POINT,30
32,8922,0.00852005,30,0.05,0.9,6,1,TWO_POINT,50
32,17753,0.00535914,30,0.05,0.9,6,1,TWO_POINT,100
32,5556,0.0175585,30,0.05,0.9,6,3,ONE_POINT,30
32,9087,0.0121883,30,0.05,0.9,6,3,ONE_POINT,50
32,17970,0.00759363,30,0.05,0.9,6,3,ONE_POINT,100
32,5479,0.0172274,30,0.05,0.9,6,3,TWO_POINT,30
32,8908,0.0117806,30,0.05,0.9,6,3,TWO_POINT,50
32,17807,0.0068042,30,0.05,0.9,6,3,TWO_POINT,100
32,5583,0.0182094,30,0.05,0.9,6,5,ONE_POINT,30
32,9137,0.0131498,30,0.05,0.9,6,5,ONE_POINT,50
32,18099,0.00830493,30,0.05,0.9,6,5,ONE_POINT,100
32,5607,0.0199501,30,0.05,0.9,6,5,TWO_POINT,30
32,10522,0.0125222,30,0.05,0.9,6,5,TWO_POINT,50
32,19113,0.00774561,30,0.05,0.9,6,5,TWO_POINT,100
32,4279,0.0465363,30,0.05,0.95,2,1,ONE_POINT,30
32,6973,0.0314175,30,0.05,0.95,2,1,ONE_POINT,50
32,13630,0.0220475,30,0.05,0.95,2,1,ONE_POINT,100
32,4067,0.0448778,30,0.05,0.95,2,1,TWO_POINT,30
32,6668,0.0355962,30,0.05,0.95,2,1,TWO_POINT,50
32,13027,0.021841,30,0.05,0.95,2,1,TWO_POINT,100
32,4179,0.0289164,30,0.05,0.95,2,3,ONE_POINT,30
32,7063,0.0216068,30,0.05,0.95,2,3,ONE_POINT,50
32,13747,0.0111331,30,0.05,0.95,2,3,ONE_POINT,100
32,4139,0.030328,30,0.05,0.95,2,3,TWO_POINT,30
32,6708,0.0198521,30,0.05,0.95,2,3,TWO_POINT,50
32,13163,0.0116318,30,0.05,0.95,2,3,TWO_POINT,100
32,4276,0.0266117,30,0.05,0.95,2,5,ONE_POINT,30
32,7003,0.0174351,30,0.05,0.95,2,5,ONE_POINT,50
32,13570,0.0104684,30,0.05,0.95,2,5,ONE_POINT,100
32,4393,0.0274392,30,0.05,0.95,2,5,TWO_POINT,30
32,6798,0.0144843,30,0.05,0.95,2,5,TWO_POINT,50
32,13259,0.00980647,30,0.05,0.95,2,5,TWO_POINT,100
32,4830,0.0191473,30,0.05,0.95,4,1,ONE_POINT,30
32,7884,0.0116179,30,0.05,0.95,4,1,ONE_POINT,50
32,15505,0.00548289,30,0.05,0.95,4,1,ONE_POINT,100
32,4733,0.0161809,30,0.05,0.95,4,1,TWO_POINT,30
32,7745,0.010916,30,0.05,0.95,4,1,TWO_POINT,50
32,15589,0.00584662,30,0.05,0.95,4,1,TWO_POINT,100
32,4867,0.0171085,30,0.05,0.95,4,3,ONE_POINT,30
32,7968,0.0102666,30,0.05,0.95,4,3,ONE_POINT,50
32,15539,0.00716588,30,0.05,0.95,4,3,ONE_POINT,100
32,4804,0.0175568,30,0.05,0.95,4,3,TWO_POINT,30
32,7736,0.0109598,30,0.05,0.95,4,3,TWO_POINT,50
32,15546,0.00557208,30,0.05,0.95,4,3,TWO_POINT,100
32,4971,0.0166858,30,0.05,0.95,4,5,ONE_POINT,30
32,7992,0.0127953,30,0.05,0.95,4,5,ONE_POINT,50
32,15589,0.00682585,30,0.05,0.95,4,5,ONE_POINT,100
32,4796,0.0178324,30,0.05,0.95,4,5,TWO_POINT,30
32,7808,0.0131067,30,0.05,0.95,4,5,TWO_POINT,50
32,15318,0.00699428,30,0.05,0.95,4,5,TWO_POINT,100
32,5564,0.0147017,30,0.05,0.95,6,1,ONE_POINT,30
32,9528,0.00921232,30,0.05,0.95,6,1,ONE_POINT,50
32,17902,0.00580872,30,0.05,0.95,6,1,ONE_POINT,100
32,5457,0.0159585,30,0.05,0.95,6,1,TWO_POINT,30
32,8933,0.00926557,30,0.05,0.95,6,1,TWO_POINT,50
32,17626,0.0048951,30,0.05,0.95,6,1,TWO_POINT,100
32,5584,0.0165074,30,0.05,0.95,6,3,ONE_POINT,30
32,9421,0.0115986,30,0.05,0.95,6,3,ONE_POINT,50
32,18020,0.00638664,30,0.05,0.95,6,3,ONE_POINT,100
32,5472,0.015793,30,0.05,0.95,6,3,TWO_POINT,30
32,8980,0.0107127,30,0.05,0.95,6,3,TWO_POINT,50
32,17721,0.00681775,30,0.05,0.95,6,3,TWO_POINT,100
32,5687,0.0181349,30,0.05,0.95,6,5,ONE_POINT,30
32,9595,0.0139347,30,0.05,0.95,6,5,ONE_POINT,50
32,18102,0.00756734,30,0.05,0.95,6,5,ONE_POINT,100
32,5501,0.0193383,30,0.05,0.95,6,5,TWO_POINT,30
32,9036,0.0121763,30,0.05,0.95,6,5,TWO_POINT,50
32,17853,0.00824347,30,0.05,0.95,6,5,TWO_POINT,100
32,4172,0.0741828,30,0.1,0.8,2,1,ONE_POINT,30
32,7078,0.0667717,30,0.1,0.8,2,1,ONE_POINT,50
32,13589,0.0479389,30,0.1,0.8,2,1,ONE_POINT,100
32,4059,0.0745158,30,0.1,0.8,2,1,TWO_POINT,30
32,6677,0.0645439,30,0.1,0.8,2,1,TWO_POINT,50
32,13189,0.0533277,30,0.1,0.8,2,1,TWO_POINT,100
32,4222,0.0564285,30,0.1,0.8,2,3,ONE_POINT,30
32,6868,0.0447226,30,0.1,0.8,2,3,ONE_POINT,50
32,13628,0.0303758,30,0.1,0.8,2,3,ONE_POINT,100
32,4360,0.05746,30,0.1,0.8,2,3,TWO_POINT,30
32,6775,0.0446624,30,0.1,0.8,2,3,TWO_POINT,50
32,13267,0.0288558,30,0.1,0.8,2,3,TWO_POINT,100
32,4306,0.0481139,30,0.1,0.8,2,5,ONE_POINT,30
32,6988,0.0353745,30,0.1,0.8,2,5,ONE_POINT,50
32,13920,0.0215787,30,0.1,0.8,2,5,ONE_POINT,100
32,4161,0.0521189,30,0.1,0.8,2,5,TWO_POINT,30
32,6895,0.0369365,30,0.1,0.8,2,5,TWO_POINT,50
32,13876,0.0193603,30,0.1,0.8,2,5,TWO_POINT,100
32,4879,0.0496941,30,0.1,0.8,4,1,ONE_POINT,30
32,8097,0.0359167,30,0.1,0.8,4,1,ONE_POINT,50
32,15924,0.0266532,30,0.1,0.8,4,1,ONE_POINT,100
32,4769,0.0476317,30,0.1,0.8,4,1,TWO_POINT,30
32,7816,0.0359288,30,0.1,0.8,4,1,TWO_POINT,50
32,15586,0.025722,30,0.1,0.8,4,1,TWO_POINT,100
32,5199,0.0371005,30,0.1,0.8,4,3,ONE_POINT,30
32,8056,0.0269564,30,0.1,0.8,4,3,ONE_POINT,50
32,15976,0.0157388,30,0.1,0.8,4,3,ONE_POINT,100
32,4795,0.0348406,30,0.1,0.8,4,3,TWO_POINT,30
32,7949,0.0245117,30,0.1,0.8,4,3,TWO_POINT,50
32,15650,0.0133648,30,0.1,0.8,4,3,TWO_POINT,100
32,4978,0.0308312,30,0.1,0.8,4,5,ONE_POINT,30
32,8430,0.0225907,30,0.1,0.8,4,5,ONE_POINT,50
32,16104,0.0124097,30,0.1,0.8,4,5,ONE_POINT,100
32,4868,0.0307686,30,0.1,0.8,4,5,TWO_POINT,30
32,8095,0.0213514,30,0.1,0.8,4,5,TWO_POINT,50
32,15694,0.0116673,30,0.1,0.8,4,5,TWO_POINT,100
32,5633,0.0384484,30,0.1,0.8,6,1,ONE_POINT,30
32,9219,0.0284752,30,0.1,0.8,6,1,ONE_POINT,50
32,18740,0.0192472,30,0.1,0.8,6,1,ONE_POINT,100
32,5540,0.0359506,30,0.1,0.8,6,1,TWO_POINT,30
32,9127,0.0279966,30,0.1,0.8,6,1,TWO_POINT,50
32,20031,0.0200281,30,0.1,0.8,6,1,TWO_POINT,100
32,5950,0.0277642,30,0.1,0.8,6,3,ONE_POINT,30
32,9624,0.0191134,30,0.1,0.8,6,3,ONE_POINT,50
32,18674,0.011709,30,0.1,0.8,6,3,ONE_POINT,100
32,5571,0.0277976,30,0.1,0.8,6,3,TWO_POINT,30
32,9184,0.0164161,30,0.1,0.8,6,3,TWO_POINT,50
32,18208,0.0106026,30,0.1,0.8,6,3,TWO_POINT,100
