generation,best_fitness,average_fitness,optimal_solution
0,347493,118749,0
1,347493,205633,0
2,363031,223782,0
3,363031,227472,0
4,363031,230043,0
5,363031,233902,0
6,364350,236161,0
7,367722,237379,0
8,368612,236189,0
9,370988,241651,0
10,370988,236650,0
11,371421,238491,0
12,371853,239776,0
13,375961,240287,0
14,375961,243052,0
15,375961,238826,0
16,375961,241640,0
17,375961,242912,0
18,375961,245260,0
19,375961,239304,0
20,375961,242159,0
21,375961,246003,0
22,375961,241754,0
23,375961,238781,0
24,375961,243320,0
25,375961,240650,0
26,375961,243921,0
27,375961,243198,0
28,375961,242913,0
29,375961,241787,0
30,375961,244810,0
31,375961,242141,0
32,375961,238762,0
33,375961,243469,0
34,375961,245448,0
35,375961,244019,0
36,375961,239251,0
37,375961,242928,0
38,375961,238934,0
39,375961,237460,0
40,375961,237426,0
41,375961,243375,0
42,375961,243232,0
43,375961,240347,0
44,375961,244630,0
45,375961,242983,0
46,375961,243368,0
47,375961,242406,0
48,375961,239656,0
49,375961,241279,0
50,375961,239295,0
51,375961,241471,0
52,375961,246011,0
53,375961,244319,0
54,375961,240753,0
55,375961,242784,0
56,375961,241685,0
57,375961,245137,0
58,375961,241304,0
59,375961,243606,0
60,375961,241484,0
61,375961,241067,0
62,375961,240205,0
63,375961,240512,0
64,375961,243886,0
65,375961,241789,0
66,375961,244001,0
67,375961,241327,0
68,375961,240845,0
69,375961,242451,0
70,375961,243041,0
71,375961,241589,0
72,375961,237798,0
73,375961,245722,0
74,375961,240098,0
75,375961,241518,0
76,375961,245382,0
77,375961,242150,0
78,375961,242063,0
79,375961,243807,0
80,375961,241530,0
81,375961,240954,0
82,375961,242376,0
83,375961,245989,0
84,375961,242656,0
85,375961,238598,0
86,375961,243810,0
87,375961,239014,0
88,375961,243313,0
89,375961,239846,0
90,375961,241497,0
91,375961,239601,0
92,375961,244485,0
93,375961,243179,0
94,375961,243769,0
95,375961,245092,0
96,375961,245129,0
97,375961,244306,0
98,375961,244902,0
99,375961,242973,0
100,375961,240939,0
101,375961,247270,0
102,375961,242567,0
103,375961,242657,0
104,375961,241647,0
105,375961,243523,0
106,375961,243639,0
107,375961,246981,0
108,375961,244126,0
109,375961,241984,0
110,375961,244632,0
111,375961,242220,0
112,375961,242680,0
113,375961,239478,0
114,375961,239077,0
115,375961,244267,0
116,375961,243244,0
117,375961,240774,0
118,375961,243683,0
119,375961,244960,0
120,375961,239618,0
121,375961,244866,0
122,375961,240787,0
123,375961,242007,0
124,375961,241027,0
125,375961,238273,0
126,375961,240824,0
127,375961,240467,0
128,375961,241997,0
129,375961,239985,0
130,375961,245297,0
131,375961,243405,0
132,375961,241527,0
133,375961,244347,0
134,375961,244584,0
135,375961,240317,0
136,375961,241657,0
137,375961,241408,0
138,375961,240985,0
139,375961,241436,0
140,375961,244160,0
141,375961,240334,0
142,375961,242025,0
143,375961,244145,0
144,375961,238828,0
145,375961,240203,0
146,375961,236286,0
147,375961,242866,0
148,375961,240045,0
149,375961,242240,0
150,375961,241190,0
151,375961,239546,0
152,375961,242498,0
153,375961,242354,0
154,375961,242266,0
155,375961,241696,0
156,375961,242358,0
157,375961,239149,0
158,375961,240650,0
159,375961,242237,0
160,375961,237026,0
161,375961,242038,0
162,375961,240297,0
163,375961,241743,0
164,375961,242163,0
165,375961,242996,0
166,375961,240105,0
167,375961,243179,0
168,375961,242938,0
169,375961,242097,0
170,375961,241700,0
171,375961,240070,0
172,375961,242388,0
173,375961,238036,0
174,375961,244451,0
175,375961,246820,0
176,375961,241215,0
177,375961,243707,0
178,375961,242044,0
179,375961,242600,0
180,375961,245440,0
181,375961,245362,0
182,375961,240900,0
183,375961,245030,0
184,375961,241774,0
185,375961,244350,0
186,375961,242249,0
187,375961,239347,0
188,375961,238999,0
189,375961,242268,0
190,375961,243297,0
191,375961,241796,0
192,375961,239962,0
193,375961,243207,0
194,375961,243620,0
195,375961,243733,0
196,375961,242529,0
197,375961,245662,0
198,375961,241501,0
199,375961,241359,0
200,375961,238388,0
201,375961,241492,0
202,375961,243116,0
203,375961,244169,0
204,375961,238794,0
205,375961,242150,0
206,375961,243100,0
207,375961,241267,0
208,375961,245498,0
209,375961,246320,0
210,375961,239307,0
211,375961,242494,0
212,375961,244410,0
213,375961,243116,0
214,375961,240549,0
215,375961,246284,0
216,375961,246288,0
217,375961,239280,0
218,375961,239642,0
219,375961,241432,0
220,375961,244853,0
221,375961,240345,0
222,375961,238872,0
223,375961,242908,0
224,375961,242518,0
225,375961,245171,0
226,375961,241406,0
227,375961,241572,0
228,375961,244891,0
229,375961,247045,0
230,375961,242739,0
231,375961,241174,0
232,375961,239502,0
233,375961,237447,0
234,375961,240630,0
235,375961,237856,0
236,375961,238203,0
237,375961,243140,0
238,375961,241187,0
239,375961,239820,0
240,375961,248286,0
241,375961,244768,0
242,375961,245790,0
243,375961,239489,0
244,375961,241914,0
245,375961,243349,0
246,375961,240691,0
247,375961,241483,0
248,375961,240399,0
249,375961,239094,0
