generation,best_fitness,average_fitness,optimal_solution
0,329170,15960.1,0
1,342147,149028,0
2,351327,198453,0
3,367783,197780,0
4,370886,208018,0
5,374709,210601,0
6,375961,211835,0
7,375961,208396,0
8,375961,216636,0
9,375961,210087,0
10,375961,208326,0
11,375961,210395,0
12,375961,209672,0
13,375961,215191,0
14,375961,210615,0
15,375961,207234,0
16,375961,217252,0
17,375961,211941,0
18,375961,214309,0
19,375961,207858,0
20,375961,213437,0
21,375961,212522,0
22,375961,208763,0
23,375961,216018,0
24,375961,213863,0
25,375961,213563,0
26,375961,212611,0
27,375961,213444,0
28,375961,208360,0
29,375961,211582,0
30,375961,212309,0
31,375961,209011,0
32,375961,208430,0
33,375961,212392,0
34,375961,212837,0
35,375961,213185,0
36,375961,216251,0
37,375961,213431,0
38,375961,210874,0
39,375961,211563,0
40,375961,212477,0
41,375961,214384,0
42,375961,208166,0
43,375961,209585,0
44,375961,209177,0
45,375961,214951,0
46,375961,212428,0
47,375961,210813,0
48,375961,212094,0
49,375961,211954,0
50,375961,212074,0
51,375961,207623,0
52,375961,210993,0
53,375961,213791,0
54,375961,214089,0
55,375961,209989,0
56,375961,209245,0
57,375961,212392,0
58,375961,214495,0
59,375961,212220,0
60,375961,211192,0
61,375961,213539,0
62,375961,213094,0
63,375961,210918,0
64,375961,211077,0
65,375961,214510,0
66,375961,212624,0
67,375961,207459,0
68,375961,208061,0
69,375961,208409,0
70,375961,210854,0
71,375961,213589,0
72,375961,210994,0
73,375961,213163,0
74,375961,211973,0
75,375961,206369,0
76,375961,211402,0
77,375961,211665,0
78,375961,213025,0
79,375961,211015,0
80,375961,211999,0
81,375961,216558,0
82,375961,215507,0
83,375961,211545,0
84,375961,212461,0
85,375961,211446,0
86,375961,216606,0
87,375961,207915,0
88,375961,212817,0
89,375961,212884,0
90,375961,215589,0
91,375961,209054,0
92,375961,209861,0
93,375961,207519,0
94,375961,211947,0
95,375961,211778,0
96,375961,208228,0
97,375961,213222,0
98,375961,214425,0
99,375961,210111,0
100,375961,212812,0
101,375961,209814,0
102,375961,208657,0
103,375961,208055,0
104,375961,208962,0
105,375961,212501,0
106,375961,212447,0
107,375961,210556,0
108,375961,209708,0
109,375961,210719,0
110,375961,210414,0
111,375961,209388,0
112,375961,212716,0
113,375961,211030,0
114,375961,213406,0
115,375961,213656,0
116,375961,212921,0
117,375961,213162,0
118,375961,211915,0
119,375961,210528,0
120,375961,216061,0
121,375961,214224,0
122,375961,211641,0
123,375961,212120,0
124,375961,209767,0
125,375961,215586,0
126,375961,211141,0
127,375961,210146,0
128,375961,209142,0
129,375961,211501,0
130,375961,212062,0
131,375961,214014,0
132,375961,210722,0
133,375961,213889,0
134,375961,214897,0
135,375961,207958,0
136,375961,211108,0
137,375961,209941,0
138,375961,210176,0
139,375961,212704,0
140,375961,214848,0
141,375961,216449,0
142,375961,205635,0
143,375961,213358,0
144,375961,212191,0
145,375961,206895,0
146,375961,212797,0
147,375961,208375,0
148,375961,212961,0
149,375961,204028,0
150,375961,211182,0
151,375961,209324,0
152,375961,210504,0
153,375961,211187,0
154,375961,210792,0
155,375961,208112,0
156,375961,211419,0
157,375961,213011,0
158,375961,211730,0
159,375961,210001,0
160,375961,211432,0
161,375961,211421,0
162,375961,208484,0
163,375961,206383,0
164,375961,213132,0
165,375961,214035,0
166,375961,210924,0
167,375961,208485,0
168,375961,214100,0
169,375961,211759,0
170,375961,214280,0
171,375961,213585,0
172,375961,212386,0
173,375961,212393,0
174,375961,211170,0
175,375961,211374,0
176,375961,212056,0
177,375961,210665,0
178,375961,207843,0
179,375961,213017,0
180,375961,215492,0
181,375961,214390,0
182,375961,208530,0
183,375961,211157,0
