generation,best_fitness,average_fitness,optimal_solution
0,78800,42491.7,78800
1,78800,47249.4,78800
2,78800,51297.7,78800
3,78800,54844.4,78800
4,78800,59145.3,78800
5,78800,63691.5,78800
6,78800,66749.4,78800
7,78800,70520.3,78800
8,78800,73623.9,78800
9,78800,76561.3,78800
10,78800,78007.5,78800
11,78800,78669.8,78800
12,78800,78730,78800
13,78800,78800,78800
14,78800,78800,78800
15,78800,78800,78800
16,78800,78800,78800
17,78800,78800,78800
18,78800,78800,78800
19,78800,78800,78800
20,78800,78800,78800
